carat,cut,color,clarity,depth,table,x,y,z,price_predicted
0.34,Ideal,E,SI2,62.9,56.0,4.48,4.45,2.81,-769.1161323690903
0.5,Ideal,F,SI2,61.7,55.0,5.13,5.15,3.17,396.78258087073027
0.3,Ideal,G,SI2,62.1,58.0,4.27,4.3,2.66,-1277.212302704408
0.4,Ideal,F,SI1,61.6,55.0,4.72,4.76,2.92,664.0796720433923
0.7,Very Good,G,SI1,63.3,61.0,5.6,5.55,3.53,2544.6841556831882
0.31,Good,D,SI1,63.5,56.0,4.29,4.31,2.73,-43.89532610504875
1.21,Good,G,SI1,63.8,58.0,6.75,6.64,4.27,6996.158945756406
0.82,Very Good,E,VS2,62.8,59.0,5.92,5.93,3.72,4530.1204768049465
0.5,Fair,G,VS1,64.9,57.0,4.98,4.94,3.22,1137.9142145600294
1.04,Very Good,E,SI1,62.8,59.0,6.46,6.41,4.04,5848.525639411289
1.31,Premium,H,SI2,60.8,58.0,7.13,7.08,4.32,6667.311499719228
2.07,Very Good,H,SI1,62.1,59.0,8.15,8.2,5.08,14992.22672720445
2.01,Very Good,I,VS2,62.4,58.0,8.06,7.99,5.01,14520.225281906842
1.06,Ideal,H,VS2,61.2,55.0,6.57,6.61,4.03,6116.679213835168
0.9,Premium,F,VS2,61.9,55.0,6.25,6.23,3.86,5222.632460658209
1.02,Ideal,G,SI2,62.4,54.0,6.39,6.47,4.02,4721.930192705941
0.71,Premium,E,VS2,61.0,60.0,5.76,5.69,3.49,3590.2335252751886
0.5,Ideal,E,SI1,63.0,56.0,5.13,5.06,3.21,1315.353141874442
0.54,Premium,H,VS1,62.6,59.0,5.22,5.19,3.26,1691.4446633074963
1.12,Ideal,D,SI1,60.5,56.0,6.75,6.78,4.09,7000.232194683682
0.31,Ideal,I,SI1,61.3,55.0,4.39,4.42,2.7,-1184.7346509475478
2.13,Premium,J,SI2,62.6,58.0,8.21,8.18,5.13,13270.04517411664
1.74,Ideal,E,SI1,62.2,56.0,7.72,7.67,4.79,12666.692200616511
0.62,Fair,F,SI1,55.1,66.0,5.85,5.7,3.18,1315.3044994966826
0.8,Premium,E,SI1,62.9,60.0,5.89,5.87,3.7,3739.0961899971403
0.5,Very Good,F,VS1,61.9,62.0,5.02,5.06,3.12,2079.5092735918074
0.32,Very Good,E,VVS1,60.9,58.0,4.49,4.45,2.72,1270.572003167536
1.07,Ideal,E,SI2,62.4,60.0,6.49,6.52,4.06,5306.571256645511
2.5,Fair,H,SI2,64.9,58.0,8.46,8.43,5.48,17693.421546733833
0.31,Ideal,D,VS2,61.2,55.0,4.38,4.35,2.67,907.1784710499373
0.37,Ideal,J,IF,61.9,54.0,4.63,4.68,2.88,-5.761344860710324
1.3,Premium,F,VS1,61.0,59.0,7.05,7.08,4.31,9170.915764850972
1.02,Premium,E,SI1,62.8,58.0,6.45,6.39,4.03,5697.161232873519
0.36,Ideal,G,SI1,61.1,55.0,4.58,4.62,2.81,183.13455432260935
1.14,Premium,D,SI2,59.2,61.0,6.84,6.82,4.04,6056.599190650277
0.7,Very Good,E,SI2,63.2,61.0,5.62,5.59,3.54,1845.5535416071175
0.3,Premium,E,VS2,61.8,58.0,4.28,4.26,2.64,501.076666139355
0.71,Ideal,D,SI2,61.0,56.0,5.77,5.8,3.53,2396.4928290025973
0.4,Premium,F,VVS1,61.1,59.0,4.75,4.78,2.91,1832.793819421499
1.18,Premium,I,SI2,60.8,58.0,6.84,6.78,4.14,5004.766405861068
0.34,Ideal,E,VVS1,62.2,56.0,4.46,4.44,2.77,1603.6938925112659
1.5,Premium,G,SI1,62.3,58.0,7.33,7.27,4.55,9954.62544637689
0.72,Very Good,F,SI2,58.5,60.0,5.86,5.93,3.45,2094.8371825719555
1.03,Ideal,E,VVS2,60.6,59.0,6.5,6.53,3.95,7239.729409713867
0.28,Very Good,I,VS2,61.9,57.0,4.16,4.19,2.58,-884.6606864019509
0.31,Ideal,J,SI1,62.4,53.0,4.38,4.4,2.74,-2104.442005523689
1.02,Very Good,D,SI2,62.7,59.0,6.36,6.44,4.01,4976.423983227185
0.7,Good,I,SI2,63.5,56.0,5.59,5.63,3.56,568.645440270001
1.34,Very Good,E,SI2,62.1,63.0,7.06,7.01,4.37,7592.206514427482
2.07,Very Good,J,VS2,61.3,56.0,8.16,8.2,5.02,14311.074458949272
0.74,Fair,G,SI1,64.8,59.0,5.63,5.6,3.64,2213.1982159710446
0.58,Ideal,E,SI2,61.4,57.1,5.36,5.38,3.3,1094.9277854199208
0.31,Ideal,D,VS1,60.5,57.0,4.39,4.41,2.66,1200.454077983543
0.54,Ideal,G,VVS2,62.6,57.0,5.19,5.23,3.26,2712.283947659413
1.01,Premium,F,VS1,62.5,58.0,6.42,6.37,4.0,6478.125793515541
1.29,Ideal,G,VVS2,62.4,57.0,6.97,6.94,4.34,9337.033264969916
1.01,Very Good,H,SI1,61.9,59.0,6.4,6.43,3.97,4864.526633131205
1.14,Ideal,H,SI1,62.3,56.0,6.69,6.77,4.19,6191.379383008116
0.3,Ideal,E,VVS1,62.5,56.0,4.28,4.3,2.68,1319.4833656195074
1.33,Ideal,H,SI1,62.7,56.0,7.04,6.99,4.4,7945.102011027177
0.35,Premium,H,SI1,60.0,61.0,4.6,4.57,2.75,-594.7521100808722
0.77,Very Good,J,VVS1,62.8,58.0,5.78,5.84,3.65,2703.7160077580434
0.41,Good,I,SI1,63.8,57.0,4.7,4.67,2.99,-859.6213379991882
1.02,Good,D,SI1,63.3,58.0,6.35,6.39,4.03,5784.631261407723
0.78,Very Good,J,VS2,63.0,58.0,5.84,5.87,3.69,2000.5896344838307
0.38,Ideal,E,VVS2,62.4,56.0,4.63,4.69,2.91,1806.0661955216115
1.06,Very Good,F,SI1,61.2,57.0,6.58,6.68,4.06,6039.017373803734
1.02,Ideal,H,VVS2,62.1,56.0,6.5,6.45,4.02,6334.515443411103
0.71,Ideal,D,SI1,62.4,57.0,5.69,5.72,3.56,3322.1001148112246
1.51,Ideal,I,SI1,62.2,56.0,7.36,7.27,4.55,9180.643270680577
0.41,Ideal,E,VS1,62.0,55.0,4.77,4.74,2.95,1678.1234627633999
0.7,Premium,E,SI2,59.8,61.0,5.76,5.74,3.44,1967.237407161007
0.39,Premium,F,VVS1,59.7,58.0,4.75,4.73,2.83,1839.8798722264432
0.71,Ideal,E,SI2,62.7,56.0,5.68,5.71,3.57,2169.4077926910113
0.31,Ideal,G,SI1,61.2,56.0,4.37,4.39,2.68,-194.6128868203955
0.5,Premium,G,SI2,60.7,57.0,5.15,5.07,3.1,109.95379445330127
0.51,Ideal,F,VS1,62.5,55.0,5.08,5.13,3.19,2381.0621853750713
0.36,Premium,F,VS2,60.5,60.0,4.61,4.55,2.77,802.3259118771061
1.15,Premium,G,VS1,63.0,60.0,6.68,6.6,4.18,7493.927719178302
0.71,Ideal,J,VS1,62.3,55.0,5.7,5.73,3.56,1901.3690658006603
0.4,Premium,E,IF,61.3,58.0,4.77,4.73,2.91,2224.7586626227217
0.51,Ideal,E,SI1,61.7,56.0,5.13,5.17,3.18,1514.6057875363163
0.71,Good,G,VS2,64.0,55.0,5.65,5.67,3.62,3164.052313012085
1.09,Premium,F,SI1,62.7,58.0,6.56,6.51,4.1,6310.653237777164
2.14,Ideal,H,SI2,61.9,57.0,8.34,8.28,5.14,14800.59992799521
1.29,Ideal,F,VS1,60.7,57.0,7.08,7.05,4.29,9173.00937530943
1.03,Ideal,F,SI1,61.3,57.0,6.58,6.51,4.01,5807.628058304498
0.36,Ideal,E,VS1,61.6,57.0,4.54,4.58,2.81,1328.4285297031543
0.31,Ideal,I,IF,61.3,57.0,4.4,4.34,2.68,428.61825020379865
0.41,Premium,I,VVS1,61.9,57.0,4.82,4.78,2.97,673.8914705326438
0.31,Ideal,D,SI1,62.4,56.0,4.33,4.35,2.71,250.14266732690749
1.56,Good,J,VS2,62.3,64.0,7.41,7.36,4.6,8913.55021139155
0.3,Ideal,D,VS2,61.0,55.0,4.38,4.34,2.66,807.7015413271033
1.51,Premium,H,SI1,61.2,60.0,7.46,7.37,4.54,9465.324839065901
0.74,Premium,F,SI2,59.6,58.0,5.91,5.87,3.51,2284.662811995649
0.4,Good,G,VS2,62.8,54.4,4.67,4.7,2.94,782.7294502676309
0.82,Premium,G,SI2,60.7,61.0,6.01,5.98,3.64,2723.3202076621938
1.2,Ideal,H,SI2,61.0,57.0,6.9,6.84,4.19,5751.422283479888
0.9,Good,F,VS2,63.3,57.0,6.04,6.09,3.84,5106.631132718518
0.33,Premium,E,VS2,61.1,59.0,4.49,4.45,2.73,642.4355509571683
0.31,Ideal,F,VS2,61.9,54.0,4.38,4.35,2.7,611.2831384651395
0.91,Very Good,F,VS2,62.1,58.0,6.19,6.24,3.86,5268.6508075207985
1.11,Very Good,G,SI2,63.2,56.0,6.61,6.56,4.16,5292.245564047302
0.31,Premium,H,VVS2,60.6,60.0,4.34,4.38,2.64,494.3620259906106
1.25,Premium,H,SI2,60.5,61.0,6.97,6.91,4.2,6100.314505931858
0.4,Very Good,F,SI2,62.6,53.0,4.7,4.75,2.96,-405.86163307366223
1.53,Premium,E,SI2,58.9,59.0,7.63,7.55,4.47,9502.584327699238
1.0,Good,F,SI2,60.2,65.0,6.38,6.41,3.85,4321.519680966268
1.02,Very Good,E,VS2,59.2,58.0,6.52,6.58,3.88,6431.642328321941
0.9,Good,D,SI1,63.6,63.0,6.07,6.03,3.85,4574.217444380258
0.6,Premium,G,VVS1,60.0,58.0,5.53,5.43,3.29,3169.7076337851827
1.0,Fair,J,SI1,64.9,58.0,6.29,6.23,4.06,2582.9658586815776
0.59,Very Good,E,SI1,62.9,58.0,5.31,5.34,3.35,1985.8401865462092
0.32,Ideal,D,VVS1,61.8,56.0,4.39,4.41,2.72,1683.5076786474096
1.11,Premium,E,SI2,62.5,58.0,6.61,6.63,4.14,5603.375665203801
0.72,Very Good,G,SI2,59.7,56.0,5.83,5.89,3.5,1938.5928016392409
1.12,Ideal,G,SI2,62.4,56.0,6.63,6.67,4.15,5550.028225413578
0.56,Ideal,G,VS2,62.0,56.0,5.28,5.3,3.28,2227.957433102049
0.23,Very Good,E,VVS2,63.8,57.0,3.88,3.9,2.48,663.7794132286931
1.06,Premium,E,VS2,62.3,58.0,6.52,6.49,4.05,6711.995369301159
0.33,Very Good,F,VS1,59.3,56.0,4.49,4.55,2.68,1040.695305126023
1.01,Fair,F,SI2,58.2,61.0,6.48,6.52,3.78,4016.8471321811667
1.01,Very Good,F,VS2,59.1,59.0,6.58,6.65,3.91,6168.940849879465
1.32,Premium,F,SI2,60.6,60.0,7.05,7.1,4.29,7524.63261559941
2.0,Ideal,H,VS2,62.4,55.0,8.03,7.94,4.99,15125.056287115898
0.73,Premium,G,I1,62.5,58.0,5.82,5.74,3.61,-827.5700280552678
0.71,Premium,E,SI1,59.2,59.0,5.83,5.86,3.46,3061.0222532259313
0.7,Very Good,F,SI1,60.3,59.0,5.73,5.82,3.48,2870.736204729068
1.16,Ideal,D,VS1,61.2,58.0,6.73,6.76,4.13,8284.629420832489
2.01,Very Good,J,SI2,63.3,56.0,7.86,7.96,5.01,12244.049906412472
1.0,Very Good,D,SI1,61.4,63.0,6.35,6.41,3.92,5709.126323107825
1.04,Fair,G,SI2,66.1,60.0,6.32,6.23,4.15,3804.1669183763925
2.0,Good,G,SI2,64.3,60.0,7.87,7.83,5.05,13697.137894020927
0.42,Ideal,F,VVS2,61.6,56.0,4.85,4.83,2.98,2014.360452180175
1.0,Good,H,SI1,64.9,56.0,6.24,6.31,4.07,4641.753990812404
0.7,Ideal,F,VS1,61.2,58.0,5.7,5.73,3.5,3890.5160418597006
0.3,Ideal,D,VS2,61.0,55.0,4.36,4.33,2.65,828.4865170446642
0.4,Premium,D,VS2,62.5,59.0,4.72,4.66,2.93,1305.3438231597934
0.32,Good,D,SI1,63.3,57.0,4.37,4.38,2.77,-26.61919615793022
0.71,Very Good,F,SI2,63.2,57.0,5.66,5.7,3.59,1949.8887784508565
0.3,Premium,D,VS1,60.7,58.0,4.34,4.36,2.64,1026.4915030172228
0.77,Ideal,F,SI1,61.7,56.0,5.85,5.91,3.63,3630.5369222498607
1.08,Premium,H,VS2,62.4,58.0,6.56,6.49,4.07,6121.400520079409
0.5,Good,D,SI2,63.4,59.0,5.0,5.03,3.18,327.7835490801599
0.57,Ideal,E,VS1,61.4,57.0,5.32,5.37,3.28,2899.629195009395
0.73,Good,E,VS2,64.2,54.0,5.68,5.72,3.66,3647.7108666428066
0.3,Ideal,H,IF,62.1,55.0,4.3,4.27,2.66,914.724897934751
0.71,Ideal,H,SI2,59.4,57.0,5.87,5.81,3.47,1401.312571337387
0.32,Premium,F,VS2,59.4,58.0,4.48,4.44,2.65,610.898057798951
0.23,Good,G,VVS2,63.8,56.0,3.94,3.9,2.5,200.08337436181273
0.7,Ideal,E,VS2,61.9,58.0,5.7,5.73,3.54,3603.3041598997756
0.7,Good,H,SI1,63.8,58.0,5.66,5.59,3.59,1884.7100236700803
0.54,Ideal,G,VVS2,60.6,56.0,5.26,5.27,3.19,2799.858412027413
0.3,Premium,I,VS1,61.6,61.0,4.28,4.23,2.62,-519.0475096481491
0.71,Very Good,E,VS2,61.6,56.0,5.74,5.81,3.56,3633.2816360191327
1.5,Good,I,SI1,62.9,60.0,7.12,7.16,4.49,8904.44073905991
1.12,Premium,F,VS1,61.8,59.0,6.75,6.65,4.14,7398.395878447671
0.31,Ideal,D,VS2,60.8,56.0,4.39,4.42,2.68,897.2697897636331
0.7,Good,I,SI1,63.5,59.0,5.62,5.65,3.58,1422.811597551597
1.01,Ideal,G,VVS2,60.9,56.0,6.51,6.55,3.98,6782.4747119939675
0.32,Very Good,D,SI1,63.1,57.0,4.38,4.37,2.76,126.44889882996677
1.63,Ideal,H,VS2,62.4,55.0,7.53,7.57,4.71,11468.735373303529
0.72,Ideal,E,VS2,61.1,56.0,5.78,5.81,3.54,3851.1102175020515
0.39,Ideal,I,VS2,60.8,56.0,4.72,4.75,2.88,-15.049774816616718
0.3,Very Good,G,SI1,61.0,58.0,4.3,4.32,2.63,-384.79578072395043
1.22,Very Good,J,SI2,62.2,60.0,6.77,6.89,4.25,4435.122641865732
0.57,Ideal,E,VS2,61.6,56.0,5.38,5.33,3.3,2541.5527231923356
2.03,Premium,I,SI1,59.9,58.0,8.23,8.21,4.92,14175.73507050469
0.54,Ideal,G,SI1,61.7,55.0,5.24,5.27,3.24,1487.127093210372
0.72,Ideal,H,VS1,61.6,55.0,5.76,5.8,3.56,3403.928696749463
0.44,Very Good,E,VVS2,59.6,59.0,4.98,4.99,2.97,2118.1685302027668
0.3,Ideal,G,IF,61.6,56.0,4.34,4.36,2.68,1371.1884427199107
2.01,Very Good,I,VS1,62.9,59.0,7.94,8.03,5.02,14892.651202112605
0.3,Ideal,E,VS2,62.3,56.0,4.28,4.32,2.68,592.3791956849714
0.31,Ideal,G,VVS1,61.2,56.0,4.34,4.38,2.67,1179.1684033155238
0.5,Premium,F,SI1,62.5,59.0,5.03,4.99,3.13,1233.5782100871552
0.36,Ideal,D,SI1,60.3,56.0,4.61,4.65,2.79,663.5119264418722
0.5,Ideal,H,VS1,62.6,53.0,5.09,5.14,3.2,1602.6252433827035
0.33,Very Good,I,VVS2,61.6,57.0,4.43,4.45,2.73,100.97456201524392
0.97,Very Good,G,VVS1,61.9,54.0,6.33,6.36,3.93,6447.472996794766
0.31,Ideal,F,IF,62.0,55.0,4.37,4.41,2.72,1660.41702349244
0.31,Premium,H,VS1,62.4,58.0,4.34,4.28,2.69,51.89816458823816
1.51,Very Good,J,VS2,61.0,58.0,7.35,7.41,4.5,8802.961171217252
0.32,Good,I,VS2,63.2,56.0,4.32,4.38,2.75,-811.6790411046027
1.43,Very Good,J,VS2,62.8,56.0,7.13,7.19,4.5,8057.428602304315
1.0,Very Good,G,VS2,62.9,56.0,6.27,6.42,3.99,5988.47534522314
1.32,Ideal,G,SI2,62.9,57.0,6.98,6.94,4.38,7383.86346779934
0.77,Very Good,D,VS2,63.0,58.0,5.81,5.85,3.67,4298.423184189003
0.23,Very Good,E,VVS1,60.2,59.0,3.97,4.01,2.4,816.8124865871273
1.7,Very Good,J,SI1,63.2,57.0,7.63,7.55,4.8,9929.76655892734
0.33,Very Good,G,VVS1,61.2,57.0,4.47,4.5,2.74,1131.8911337529967
1.06,Ideal,F,I1,62.1,55.0,6.54,6.57,4.07,2532.866062854359
0.7,Good,F,SI1,63.8,58.0,5.56,5.67,3.58,2687.1423291461897
1.01,Very Good,G,SI2,63.0,58.0,6.29,6.34,3.98,4458.363241496929
1.1,Premium,H,VS2,62.5,58.0,6.59,6.54,4.1,6308.985132990374
0.51,Very Good,F,SI2,62.7,56.0,5.07,5.1,3.19,366.75147042750905
2.01,Very Good,I,VS1,59.7,63.0,8.24,8.15,4.89,14698.547851176683
0.32,Ideal,G,VS1,62.3,56.0,4.39,4.37,2.73,735.0804257216719
1.01,Good,E,SI1,63.3,57.0,6.33,6.37,4.02,5511.972414140051
1.51,Premium,J,VS2,59.6,60.0,7.58,7.48,4.49,8647.238447219823
0.32,Premium,D,SI2,62.5,58.0,4.38,4.33,2.72,-782.6833661683931
0.32,Very Good,I,VS2,63.2,56.0,4.38,4.32,2.75,-723.2622947983841
1.2,Ideal,I,SI1,62.6,58.0,6.74,6.71,4.21,6248.547166001763
0.42,Premium,G,VS2,60.1,61.0,4.84,4.81,2.9,1032.1112843620635
2.02,Ideal,F,SI2,62.7,57.0,8.07,7.93,5.03,14372.247570863114
0.34,Premium,I,SI1,60.2,59.0,4.55,4.52,2.73,-1115.0726121400608
0.52,Very Good,G,VS1,62.2,63.0,5.22,5.13,3.22,1843.2838762317501
1.09,Premium,I,VS2,61.3,58.0,6.63,6.58,4.05,5738.431723797326
0.72,Premium,G,VS2,62.9,57.0,5.73,5.65,3.58,3405.4615493274628
1.56,Ideal,G,VS1,61.3,56.0,7.46,7.51,4.59,11600.0688175109
0.39,Ideal,E,VS2,60.5,56.0,4.75,4.77,2.88,1239.4548583406145
1.04,Premium,I,SI1,62.5,62.0,6.45,6.39,4.01,4575.371706304173
0.97,Very Good,G,SI1,60.2,61.0,6.4,6.46,3.87,4967.627932158801
1.4,Premium,F,VS2,60.7,58.0,7.26,7.17,4.38,9819.638411945809
0.36,Ideal,H,VS2,62.1,55.0,4.61,4.57,2.85,197.29829580178694
0.71,Ideal,E,SI1,61.8,57.0,5.72,5.76,3.55,3125.0219101973676
1.01,Good,E,VS2,63.7,56.0,6.29,6.27,4.0,6155.374104830938
0.4,Ideal,I,SI1,61.6,56.0,4.68,4.74,2.9,-516.9331304287566
0.26,Very Good,E,VS1,63.0,59.0,4.03,4.06,2.55,474.0152576751093
0.33,Ideal,H,SI2,61.1,57.0,4.46,4.48,2.73,-1534.688458656371
0.34,Premium,G,VS2,62.4,59.0,4.47,4.41,2.77,411.8136551112161
0.5,Ideal,E,SI1,60.6,59.0,5.13,5.16,3.12,1399.0164922530907
0.33,Ideal,F,SI2,61.4,57.0,4.44,4.48,2.74,-834.5651602163025
0.83,Ideal,H,VS2,61.6,55.0,6.04,6.08,3.73,4045.5064477235555
0.31,Premium,F,VS2,61.3,59.0,4.34,4.31,2.65,490.96037529278647
0.3,Ideal,G,VVS2,61.1,57.0,4.32,4.35,2.65,1010.5108253437679
0.71,Very Good,I,VS1,61.1,57.0,5.75,5.8,3.53,2674.2223047958255
1.58,Ideal,F,SI1,60.3,56.0,7.56,7.62,4.58,11087.649673650418
0.7,Ideal,H,SI1,62.5,56.0,5.64,5.69,3.54,2305.712449192098
1.01,Ideal,I,VS2,61.3,53.0,6.52,6.54,4.0,5151.675346260534
0.61,Very Good,H,VVS2,61.4,57.0,5.46,5.5,3.36,2698.901892278464
1.0,Premium,F,VS2,58.6,61.0,6.53,6.5,3.82,6129.854100397919
0.9,Very Good,E,SI1,61.7,58.0,6.15,6.2,3.81,4690.508600798634
0.9,Ideal,G,SI2,61.4,56.0,6.19,6.23,3.81,3593.1564293098395
0.42,Very Good,I,VS1,60.4,60.0,4.82,4.88,2.93,339.7106436872141
1.23,Ideal,G,VVS2,62.7,56.0,6.81,6.84,4.28,8831.154397002356
0.78,Very Good,F,VS1,63.3,56.0,5.84,5.89,3.71,4444.66235192933
0.9,Good,G,SI2,63.3,59.0,6.07,6.12,3.86,3250.2391348036654
1.51,Ideal,J,VS2,61.1,57.0,7.36,7.3,4.48,8924.607950682584
0.33,Ideal,G,VS2,61.2,55.0,4.46,4.49,2.74,565.4088151856554
0.7,Very Good,F,VVS1,63.3,62.0,5.67,5.57,3.56,3998.1468455981994
1.09,Ideal,D,SI1,61.9,57.0,6.57,6.61,4.08,6728.153112764592
1.08,Premium,I,SI1,62.2,58.0,6.6,6.56,4.09,4993.179385337284
0.3,Ideal,H,VVS2,62.1,54.0,4.32,4.35,2.69,529.7283222132605
0.46,Very Good,F,SI1,63.1,56.0,4.9,4.87,3.08,915.8045618657729
0.3,Ideal,E,VVS2,62.1,54.0,4.32,4.35,2.69,1297.9306881222788
1.24,Very Good,J,SI2,60.4,61.0,6.85,6.92,4.16,4674.822037799675
1.15,Very Good,H,SI1,62.4,57.0,6.68,6.71,4.18,6170.184228002598
1.22,Ideal,H,SI2,61.7,56.0,6.91,6.83,4.24,5944.862071752833
1.03,Premium,H,SI1,62.5,59.0,6.46,6.41,4.02,5026.069668730504
0.3,Ideal,G,VS2,61.9,57.0,4.26,4.3,2.65,337.01030834479525
0.27,Ideal,F,IF,61.8,55.0,4.16,4.19,2.58,1441.1671663986522
0.71,Ideal,G,VVS1,62.8,56.0,5.71,5.76,3.6,4158.995977678969
1.04,Very Good,F,SI2,63.2,58.0,6.39,6.34,4.02,4889.167655500238
1.14,Ideal,G,VVS1,61.1,58.0,6.74,6.77,4.13,8003.437213223231
0.74,Very Good,E,SI2,63.1,57.0,5.8,5.76,3.65,2218.464539971095
1.05,Very Good,F,IF,59.7,55.0,6.66,6.73,4.0,7670.426960954874
1.12,Fair,I,SI2,64.6,57.0,6.5,6.47,4.19,3709.323479873269
1.1,Ideal,H,SI2,63.1,58.0,6.54,6.53,4.12,4829.159669863184
0.31,Premium,D,SI1,60.0,61.0,4.43,4.41,2.65,105.0511754377062
0.71,Very Good,H,SI1,60.7,60.0,5.73,5.76,3.49,2231.614728081189
1.01,Premium,F,VS1,62.4,61.0,6.39,6.36,3.98,6439.208273439046
0.33,Very Good,G,VVS2,60.9,59.0,4.45,4.49,2.72,1063.6096837116324
0.91,Good,D,SI1,63.1,61.0,6.1,6.16,3.87,4739.959123754685
0.5,Premium,F,VS2,61.4,60.0,5.13,5.17,3.16,1779.6273793938858
0.27,Very Good,E,VVS2,61.8,59.0,4.14,4.18,2.57,926.4243747324449
0.32,Ideal,F,VS2,62.4,54.0,4.38,4.4,2.74,690.1132138356402
0.55,Ideal,E,SI1,60.8,56.0,5.31,5.34,3.24,1839.2792398625802
0.52,Ideal,I,VVS2,62.2,57.0,5.18,5.11,3.2,1536.730797774629
1.5,Very Good,G,VS1,62.4,57.0,7.24,7.31,4.54,10938.909354976538
0.41,Good,G,SI1,64.3,54.0,4.72,4.68,3.02,151.1188131046406
0.32,Premium,G,VS2,62.1,60.0,4.34,4.39,2.71,315.0382249286472
0.3,Ideal,F,VS1,62.3,56.0,4.26,4.28,2.66,853.4008823034933
0.59,Very Good,E,SI2,63.8,57.0,5.31,5.34,3.4,988.3525865900306
2.11,Premium,J,SI1,62.4,58.0,8.27,8.17,5.13,13958.429427981895
0.52,Ideal,E,SI1,60.7,55.0,5.23,5.22,3.18,1616.4172901844227
0.8,Very Good,F,VS1,63.8,55.0,5.84,5.89,3.74,4662.213845153847
0.29,Very Good,G,VVS1,61.5,57.0,4.24,4.27,2.62,899.5952872276362
0.31,Very Good,G,VVS1,62.6,61.0,4.28,4.31,2.69,907.6719994286818
1.7,Premium,I,VS2,61.3,59.0,7.69,7.59,4.68,11494.868521116232
0.32,Ideal,D,SI1,61.5,56.0,4.42,4.39,2.71,329.9899020751823
1.09,Ideal,E,SI1,61.1,55.0,6.7,6.66,4.08,6492.933753672143
1.5,Ideal,F,SI1,61.8,56.0,7.27,7.34,4.52,10384.133738888198
1.01,Good,E,SI1,63.7,58.0,6.32,6.36,4.04,5469.624918015616
0.51,Good,G,VVS2,57.6,56.0,5.27,5.35,3.06,2389.9916603726365
0.35,Good,E,VS1,61.3,65.0,4.51,4.53,2.77,800.0724861325775
2.02,Ideal,J,SI1,62.7,54.2,8.03,8.08,5.05,13342.19686961785
0.9,Very Good,E,SI1,62.6,58.0,6.11,6.15,3.84,4671.23239857465
1.0,Good,G,VS2,56.6,61.0,6.65,6.61,3.75,5744.106090302646
1.02,Ideal,F,VS2,62.1,57.0,6.44,6.37,3.98,6388.754870656616
0.33,Ideal,I,SI1,61.3,56.0,4.44,4.47,2.73,-1036.6523621939027
1.5,Premium,E,VS1,59.5,61.0,7.46,7.43,4.43,11121.673741462679
0.59,Ideal,F,SI1,62.3,54.0,5.37,5.41,3.36,2109.8352337088004
0.3,Ideal,F,VS2,61.9,54.0,4.29,4.33,2.67,591.3956611377757
0.4,Ideal,D,VS2,61.7,56.0,4.72,4.74,2.92,1509.114518828244
0.61,Ideal,D,VS2,61.0,57.0,5.49,5.53,3.36,3098.7340318952165
0.5,Very Good,D,VS2,59.1,59.0,5.19,5.24,3.08,2133.8872407118283
1.12,Premium,H,SI1,61.6,59.0,6.63,6.67,4.1,5924.880399954707
0.53,Ideal,D,IF,61.5,54.0,5.27,5.21,3.22,3540.6652916115454
1.01,Ideal,F,VS1,61.8,57.0,6.41,6.46,3.98,6634.822341880852
0.31,Good,I,VVS1,63.1,59.0,4.25,4.31,2.7,-181.43927442124323
2.06,Ideal,I,SI2,62.3,57.0,8.2,8.12,5.09,13518.473873108915
1.14,Ideal,H,SI1,61.6,56.0,6.72,6.74,4.14,6208.359163703102
0.3,Ideal,F,VVS1,62.3,56.0,4.3,4.34,2.69,1243.3218759628967
0.74,Good,J,VS2,60.6,62.6,5.79,5.85,3.53,1495.3601100494684
1.18,Premium,G,SI2,61.4,58.0,6.82,6.77,4.17,5972.878966865746
1.01,Premium,E,VS1,60.8,59.0,6.46,6.42,3.92,6594.523974109281
0.7,Fair,H,VVS2,64.5,65.0,5.52,5.45,3.54,2537.55026185595
0.41,Very Good,H,VS1,62.0,56.0,4.74,4.78,2.95,802.7308638359377
1.22,Very Good,H,SI1,63.5,55.0,6.78,6.73,4.29,6833.384660859638
0.37,Premium,E,VS2,60.6,58.0,4.65,4.62,2.81,986.2280992161518
1.09,Premium,H,SI2,59.6,61.0,6.69,6.63,3.97,4647.008731094464
0.78,Very Good,F,SI1,62.4,58.0,5.83,5.86,3.65,3553.6263439693157
1.07,Ideal,G,VVS2,62.4,55.6,6.48,6.55,4.07,7399.138013443453
0.4,Premium,E,VVS2,61.4,56.0,4.81,4.74,2.93,1838.6050526675367
1.71,Very Good,D,SI2,62.1,58.0,7.56,7.64,4.72,11580.799001026833
0.28,Very Good,E,VS2,63.0,59.0,4.11,4.15,2.6,307.96725734975325
0.32,Ideal,E,VS2,61.5,56.0,4.43,4.45,2.73,715.6369573870966
0.34,Ideal,J,VS1,61.9,53.9,4.5,4.53,2.79,-969.2444821771019
0.32,Ideal,J,VVS1,62.3,54.0,4.41,4.43,2.75,-698.7684194458793
0.3,Ideal,H,VVS1,61.3,57.0,4.32,4.36,2.66,564.0976631663457
0.77,Good,H,VVS2,64.3,57.9,5.7,5.86,3.71,3885.093593690554
0.3,Ideal,I,VVS1,61.1,57.0,4.36,4.32,2.65,39.29433769088655
0.9,Good,G,VS2,62.1,59.0,6.02,6.16,3.78,4947.896876379606
1.02,Good,F,SI1,63.2,59.0,6.35,6.38,4.02,5491.261101928355
